area_type,location,size,total_sqft,bath,balcony,price (in lakhs)
3,1261,3.0,1705.0,3.0,1.0,91.0
2,1306,5.0,1035.0,5.0,1.0,170.0
3,799,2.0,1240.0,2.0,2.0,55.0
3,422,2.0,1000.0,2.0,3.0,28.0
2,1306,4.0,740.0,2.0,1.0,24.5
3,1179,3.0,1330.0,2.0,2.0,46.45
3,1039,4.0,3005.0,5.0,2.0,275.0
3,1074,3.0,1300.0,3.0,2.0,170.0
0,690,4.0,936.0,2.0,1.0,60.84
3,203,3.0,1500.0,2.0,2.0,100.0
2,704,3.0,1200.0,4.0,1.0,156.0
0,348,2.0,1073.0,2.0,2.0,72.0
0,721,2.0,1300.0,2.0,2.0,56.0
3,1252,2.0,1216.0,2.0,1.0,66.88
0,606,3.0,1252.0,3.0,2.0,59.0
3,535,2.0,1196.0,2.0,1.0,44.8
0,721,2.0,1027.0,2.0,2.0,44.0
2,907,3.0,610.0,2.0,1.0,75.0
3,1306,3.0,1270.0,2.0,2.0,57.15
3,822,2.0,1171.0,2.0,2.0,39.0
3,715,3.0,1215.0,2.0,3.0,48.6
3,1252,2.0,1180.0,2.0,1.0,77.0
0,419,2.0,1160.0,2.0,1.0,33.51
2,1306,4.0,4382.0,4.0,3.0,400.0
3,1252,3.0,2140.0,3.0,2.0,139.0
3,1267,3.0,1500.0,3.0,1.0,100.0
3,208,2.0,1008.0,2.0,2.0,52.0
3,110,3.0,1921.0,4.0,3.0,129.0
3,417,2.0,1127.0,2.0,2.0,32.0
3,976,3.0,1621.0,3.0,1.0,124.0
3,1306,3.0,1030.0,2.0,2.0,77.25
3,1252,2.0,1314.0,2.0,1.0,84.0
3,336,3.0,1220.0,3.0,1.0,56.0
0,575,3.0,1590.0,2.0,3.0,85.0
3,1074,2.0,703.0,2.0,1.0,49.5
3,539,3.0,1795.0,3.0,2.0,64.62
3,417,2.0,825.0,2.0,1.0,35.0
3,1187,3.0,1254.0,2.0,1.0,70.0
0,987,3.0,2040.0,3.0,2.0,114.0
3,786,3.0,2475.0,4.0,3.0,337.0
3,294,3.0,1669.0,3.0,2.0,298.0
3,846,3.0,1820.0,3.0,2.0,79.5
3,533,3.0,1623.0,3.0,1.0,89.0
3,417,2.0,1200.0,2.0,2.0,40.5
3,466,3.0,1613.0,3.0,3.0,72.0
3,1306,2.0,1293.0,2.0,2.0,80.0
3,542,2.0,1065.0,2.0,2.0,28.5
3,722,2.0,940.0,2.0,1.0,69.57
3,1039,3.0,1181.0,2.0,1.0,65.0
3,786,3.0,2215.0,3.0,2.0,275.0
0,799,1.0,1100.0,2.0,2.0,75.0
3,1306,2.0,1050.0,2.0,1.0,36.0
3,1115,3.0,1260.0,2.0,1.0,75.0
3,380,3.0,1500.0,3.0,2.0,56.0
3,1252,3.0,1530.0,3.0,3.0,73.0
3,383,3.0,1864.0,3.0,3.0,115.0
0,1038,3.0,1575.0,3.0,3.0,55.0
2,152,3.0,1200.0,3.0,2.0,105.0
3,972,2.0,945.0,2.0,1.0,45.0
3,1039,3.0,1691.0,3.0,2.0,100.0
2,1306,2.0,1200.0,2.0,3.0,135.0
0,419,3.0,1220.0,3.0,1.0,35.25
3,1252,2.0,1160.0,2.0,2.0,39.0
3,383,3.0,1950.0,2.0,2.0,89.5
3,1242,3.0,1650.0,3.0,1.0,85.0
0,1306,4.0,2400.0,4.0,1.0,150.0
3,86,2.0,795.0,1.0,1.0,32.6
2,1306,5.0,800.0,5.0,1.0,95.0
2,1138,5.0,1400.0,5.0,1.0,97.0
3,646,3.0,2285.0,4.0,1.0,165.0
3,1306,2.0,1263.0,2.0,1.0,51.5
3,1306,5.0,1200.0,4.0,2.0,115.0
3,518,3.0,1345.0,2.0,1.0,69.0
0,1306,5.0,4400.0,5.0,3.0,240.0
3,417,3.0,1360.0,2.0,1.0,58.0
3,1039,2.0,1026.0,2.0,1.0,60.55
3,1306,2.0,1050.0,2.0,2.0,38.0
3,1179,3.0,1460.0,3.0,3.0,76.0
3,191,3.0,1525.0,2.0,2.0,91.48
0,664,3.0,1843.0,3.0,2.0,85.0
3,121,2.0,1000.0,2.0,3.0,25.0
3,713,3.0,1642.0,2.0,1.0,115.0
3,155,2.0,975.0,2.0,1.0,60.0
3,268,3.0,1075.0,2.0,1.0,44.0
3,914,2.0,1210.0,2.0,1.0,77.93
3,1306,3.0,2000.0,3.0,2.0,100.0
3,584,2.0,1290.0,2.0,1.0,80.04
3,637,2.0,1361.0,2.0,2.0,79.0
0,29,2.0,1394.0,2.0,2.0,85.0
3,1261,2.0,870.0,2.0,1.0,27.0
2,1306,4.0,5000.0,5.0,3.0,300.0
3,976,2.0,1222.0,2.0,2.0,98.0
3,236,3.0,1846.0,3.0,2.0,135.0
2,242,2.0,1688.12,2.0,1.0,270.0
3,1267,2.0,1167.0,2.0,2.0,64.08
3,121,2.0,902.0,2.0,2.0,25.0
3,665,4.0,2422.0,4.0,3.0,135.0
3,606,2.0,939.0,2.0,2.0,39.0
0,74,2.0,1298.0,2.0,1.0,59.0
3,799,3.0,1710.0,3.0,2.0,135.0
3,1115,2.0,1000.0,2.0,1.0,45.0
3,987,3.0,3350.0,3.0,3.0,150.0
2,184,2.0,1200.0,4.0,1.0,138.0
0,1306,2.0,1100.0,2.0,2.0,68.0
3,589,1.0,615.0,1.0,1.0,46.0
3,1039,2.0,1350.0,2.0,1.0,85.0
0,1118,4.0,5000.0,5.0,2.0,325.0
3,515,3.0,1718.0,3.0,2.0,130.0
3,72,3.0,1680.0,3.0,2.0,112.0
3,1039,3.0,1157.0,2.0,1.0,72.0
3,98,2.0,1179.0,2.0,1.0,51.0
3,1306,2.0,1105.0,2.0,2.0,28.18
3,194,3.0,1800.0,3.0,2.0,175.0
3,590,2.0,1010.0,2.0,1.0,52.0
3,417,1.0,630.0,1.0,1.0,46.0
3,678,2.0,1025.0,2.0,1.0,60.0
3,522,2.0,1195.0,2.0,2.0,59.0
3,1252,2.0,1012.0,2.0,1.0,58.0
3,515,3.0,1884.0,4.0,2.0,118.0
3,1041,2.0,1090.0,2.0,1.0,37.0
3,111,4.0,2950.0,4.0,2.0,250.0
3,509,3.0,1710.0,3.0,3.0,85.0
3,1179,3.0,1500.0,3.0,1.0,68.0
3,702,3.0,1310.0,2.0,2.0,53.0
3,404,2.0,674.0,1.0,1.0,19.9
0,530,3.0,1350.0,3.0,2.0,70.0
0,521,3.0,1464.0,2.0,2.0,115.0
0,805,3.0,715.0,2.0,1.0,29.0
0,417,3.0,1400.0,2.0,1.0,40.45
3,419,3.0,1625.0,2.0,2.0,48.75
0,417,2.0,1065.0,2.0,1.0,30.76
3,1306,3.0,1385.0,3.0,3.0,90.0
3,292,2.0,1040.0,2.0,1.0,50.0
3,506,3.0,1817.0,3.0,2.0,110.0
3,1245,2.0,1205.0,2.0,1.0,47.0
3,1245,2.0,1070.0,2.0,2.0,33.43
3,1306,2.0,1070.0,2.0,1.0,52.0
3,114,2.0,1340.0,2.0,1.0,75.0
3,641,2.0,980.0,2.0,2.0,35.0
3,1148,2.0,1098.0,2.0,1.0,71.0
0,822,2.0,1200.0,2.0,1.0,53.5
3,1153,4.0,4190.0,4.0,2.0,325.0
3,1039,2.0,1019.0,2.0,1.0,62.0
3,1252,2.0,1150.0,2.0,2.0,40.21
2,126,3.0,1733.5,3.0,1.0,120.0
3,1306,2.0,1415.0,2.0,2.0,120.0
0,1306,3.0,1750.0,3.0,2.0,58.0
3,1306,3.0,1537.0,3.0,2.0,81.0
0,1306,2.0,1050.0,2.0,2.0,45.0
3,664,3.0,1452.0,3.0,3.0,55.6
3,402,2.0,1246.0,2.0,1.0,95.0
0,1261,3.0,1890.0,4.0,2.0,85.0
3,419,2.0,972.0,2.0,1.0,40.0
2,277,4.0,1500.0,5.0,3.0,160.0
3,417,1.0,630.0,1.0,1.0,33.7
0,1306,3.0,1255.0,2.0,1.0,60.0
2,990,4.0,1900.0,4.0,2.0,185.0
2,384,3.0,2440.0,3.0,1.0,142.0
3,664,3.0,1938.0,3.0,3.0,92.69
3,216,3.0,1711.0,3.0,2.0,125.0
3,292,2.0,1392.0,2.0,1.0,95.0
3,506,2.0,1225.0,2.0,1.0,77.0
3,1039,4.0,3418.0,3.0,2.0,235.0
3,474,3.0,1750.0,3.0,2.0,120.0
3,1115,3.0,1260.0,2.0,1.0,80.0
3,1039,1.0,691.0,1.0,1.0,31.1
2,175,4.0,2400.0,3.0,2.0,400.0
3,506,2.0,1285.0,2.0,1.0,78.0
0,513,3.0,1590.0,3.0,2.0,96.0
3,77,3.0,1571.0,3.0,2.0,65.0
0,514,5.0,2800.0,5.0,1.0,220.0
3,443,2.0,1060.0,2.0,1.0,48.66
3,518,2.0,1255.0,2.0,1.0,58.0
2,1306,3.0,2400.0,2.0,2.0,185.0
3,216,3.0,1520.0,2.0,3.0,81.0
3,664,3.0,1530.0,2.0,2.0,70.99
3,459,2.0,1170.0,2.0,1.0,45.51
3,889,3.0,1580.0,3.0,2.0,75.0
3,139,3.0,1777.26,3.0,2.0,89.0
3,972,2.0,1303.0,2.0,2.0,55.78
0,702,2.0,1680.0,2.0,3.0,59.0
0,1252,3.0,1495.0,2.0,2.0,70.0
3,1261,3.0,1835.0,3.0,1.0,108.0
2,212,3.0,610.0,3.0,1.0,60.0
0,855,2.0,1080.0,2.0,2.0,38.0
0,417,2.0,1025.0,2.0,1.0,29.61
3,506,2.0,1225.0,2.0,1.0,67.48
3,188,1.0,656.0,1.0,1.0,34.77
3,1039,2.0,994.0,2.0,2.0,45.0
3,1306,2.0,1025.0,2.0,1.0,65.0
0,799,2.0,1156.0,2.0,2.0,52.0
3,575,2.0,1250.0,2.0,2.0,60.0
0,731,4.0,3092.0,4.0,3.0,230.0
3,515,3.0,1930.0,4.0,2.0,122.0
0,882,2.0,1020.0,2.0,1.0,70.0
0,727,3.0,1310.0,2.0,1.0,70.0
0,664,2.0,1322.0,2.0,3.0,70.0
3,716,2.0,1160.0,2.0,2.0,57.0
3,60,2.0,1100.0,2.0,2.0,48.0
0,745,3.0,1720.0,3.0,3.0,150.0
3,326,2.0,1090.0,2.0,1.0,47.42
3,1306,2.0,1155.0,2.0,2.0,69.0
3,513,3.0,3520.0,5.0,2.0,320.0
3,575,2.0,1125.0,2.0,2.0,39.98
0,1261,3.0,1847.0,3.0,3.0,92.0
3,72,3.0,1515.0,2.0,1.0,76.0
2,1261,5.0,2500.0,3.0,1.0,120.0
0,1039,2.0,1130.0,2.0,2.0,55.0
3,236,2.0,1049.0,2.0,1.0,51.0
3,1191,2.0,850.0,2.0,1.0,25.4
2,1306,5.0,2600.0,5.0,3.0,370.0
3,584,2.0,1282.0,2.0,1.0,72.0
3,641,2.0,800.0,2.0,1.0,40.0
2,1306,4.0,1200.0,4.0,2.0,240.0
3,772,3.0,1318.0,2.0,1.0,68.0
3,664,2.0,1698.0,2.0,1.0,105.0
3,600,3.0,2030.0,2.0,1.0,182.0
3,654,3.0,1276.0,2.0,1.0,31.9
3,1070,3.0,1555.0,2.0,1.0,67.0
3,1039,3.0,1881.0,3.0,2.0,145.0
3,1306,3.0,2900.0,3.0,2.0,325.0
3,1261,3.0,1890.0,3.0,2.0,109.0
3,1306,5.0,900.0,5.0,2.0,135.0
3,896,2.0,935.0,2.0,1.0,32.0
3,348,2.0,1000.0,2.0,3.0,58.0
3,1084,3.0,1510.0,3.0,2.0,75.0
0,1179,2.0,1120.0,2.0,1.0,50.0
3,121,2.0,930.0,2.0,1.0,25.99
3,1141,2.0,1175.0,2.0,2.0,62.0
0,236,3.0,1350.0,2.0,1.0,63.0
3,786,3.0,2215.0,3.0,2.0,330.0
3,152,2.0,996.0,2.0,1.0,24.9
3,129,2.0,1076.0,2.0,1.0,30.13
3,1306,4.0,2180.0,4.0,3.0,115.0
3,670,3.0,1715.0,3.0,3.0,112.0
3,513,2.0,1072.0,2.0,2.0,45.0
3,914,2.0,1230.0,2.0,1.0,80.0
3,833,3.0,1600.0,2.0,1.0,65.0
3,1148,3.0,1411.0,3.0,1.0,93.25
0,999,5.0,3600.0,5.0,3.0,145.0
3,589,3.0,2404.0,3.0,2.0,138.0
2,1025,4.0,1200.0,4.0,2.0,190.0
2,848,3.0,1200.0,3.0,2.0,226.0
0,396,3.0,1208.0,3.0,1.0,45.0
2,1267,5.0,1700.0,5.0,2.0,300.0
3,506,2.0,1225.0,2.0,1.0,69.84
3,513,2.0,1162.0,2.0,1.0,69.0
3,1148,3.0,1262.0,2.0,1.0,65.0
3,1306,2.0,1050.0,2.0,2.0,35.0
2,306,3.0,1500.0,3.0,1.0,61.95
3,1306,3.0,1610.0,3.0,3.0,85.0
3,1252,2.0,1340.0,2.0,2.0,41.0
3,1039,3.0,2275.0,4.0,2.0,182.0
2,1306,4.0,3150.0,3.0,1.0,135.0
3,536,2.0,1170.0,2.0,2.0,65.0
3,1039,2.0,980.0,2.0,1.0,25.0
0,306,3.0,1800.0,3.0,2.0,60.0
3,205,3.0,1423.0,2.0,1.0,71.73
3,637,2.0,1106.0,2.0,3.0,40.0
0,694,2.0,1105.0,2.0,2.0,27.6
3,1306,2.0,1255.0,2.0,1.0,56.7
3,181,2.0,1061.0,2.0,1.0,38.95
3,419,3.0,1400.0,2.0,2.0,40.45
3,402,3.0,2100.0,3.0,2.0,145.0
3,417,2.0,660.0,1.0,1.0,16.5
0,688,2.0,633.0,1.0,1.0,18.0
3,563,2.0,1260.0,2.0,3.0,120.0
3,522,3.0,2047.0,3.0,2.0,67.55
0,1306,4.0,2597.0,4.0,3.0,189.0
0,236,2.0,1211.0,2.0,1.0,63.0
3,522,3.0,1904.0,3.0,2.0,129.0
3,188,2.0,1205.0,2.0,1.0,73.87
3,1267,2.0,1164.0,2.0,2.0,64.08
3,1306,2.0,1410.0,2.0,2.0,73.0
0,475,2.0,1150.0,2.0,1.0,42.0
3,1306,2.0,1170.0,2.0,2.0,53.11
0,518,2.0,1420.0,2.0,1.0,62.0
3,914,2.0,1125.0,2.0,2.0,45.0
0,841,3.0,1789.0,3.0,3.0,75.0
3,549,2.0,1021.0,2.0,1.0,76.0
3,121,2.0,1074.0,2.0,2.0,26.85
3,641,2.0,1222.0,2.0,3.0,48.0
3,522,3.0,1981.0,3.0,1.0,134.0
0,1260,2.0,1103.0,2.0,2.0,55.0
3,1306,2.0,1201.0,2.0,1.0,65.0
3,1039,2.0,970.0,2.0,1.0,36.0
3,1038,2.0,920.0,2.0,2.0,33.0
3,1267,3.0,1520.0,3.0,3.0,85.0
2,1306,3.0,675.0,3.0,2.0,75.0
3,1093,3.0,1268.0,2.0,1.0,75.0
3,509,3.0,1755.0,3.0,2.0,115.0
3,542,2.0,945.0,2.0,1.0,35.0
3,964,2.0,1167.0,2.0,2.0,37.5
3,402,2.0,1276.0,2.0,2.0,80.0
0,1148,2.0,1234.0,2.0,2.0,51.0
3,745,2.0,1180.0,2.0,1.0,75.0
3,554,3.0,1370.0,2.0,2.0,87.0
0,417,3.0,1400.0,3.0,1.0,90.0
3,987,2.0,1251.0,2.0,1.0,46.0
3,1267,3.0,1677.0,3.0,2.0,92.13
3,1039,2.0,1346.0,2.0,1.0,67.38
0,419,2.0,1090.0,2.0,1.0,31.48
3,658,3.0,1290.0,2.0,3.0,51.1
3,443,2.0,1150.0,2.0,2.0,52.0
2,1306,2.0,1559.6266939129125,2.0,2.0,200.0
0,1038,3.0,2690.0,3.0,2.0,295.0
3,664,3.0,1200.0,2.0,2.0,42.0
3,1306,2.0,1559.6266939129125,2.0,2.0,40.0
3,357,3.0,2735.0,4.0,2.0,340.0
0,271,3.0,1491.0,3.0,3.0,40.5
3,990,2.0,1050.0,2.0,1.0,51.66
3,530,3.0,1660.0,3.0,2.0,131.0
3,854,2.0,1134.0,2.0,2.0,55.0
0,513,2.0,1100.0,2.0,1.0,60.0
2,772,4.0,800.0,4.0,2.0,60.0
2,848,4.0,1200.0,4.0,3.0,240.0
2,1306,3.0,980.0,3.0,1.0,80.0
3,1306,2.0,1080.0,2.0,1.0,37.8
3,292,1.0,705.0,2.0,1.0,50.0
3,1306,3.0,1200.0,2.0,2.0,35.0
3,118,2.0,1200.0,2.0,1.0,50.0
3,1141,3.0,1804.0,3.0,2.0,127.0
0,786,4.0,2800.0,4.0,2.0,252.0
3,230,2.0,1090.0,2.0,2.0,38.37
0,417,3.0,1287.0,3.0,1.0,55.0
3,1153,3.0,2215.0,4.0,2.0,157.0
2,634,4.0,2800.0,4.0,2.0,375.0
0,1039,2.0,1045.0,2.0,2.0,42.15
3,535,2.0,1263.0,2.0,1.0,47.36
3,1252,3.0,1431.0,3.0,2.0,85.0
3,404,2.0,999.0,2.0,2.0,32.9
3,1306,3.0,1535.0,3.0,1.0,72.0
3,799,4.0,2524.0,5.0,2.0,180.0
3,72,3.0,2095.0,3.0,2.0,150.0
3,858,2.0,1265.0,2.0,2.0,68.0
3,722,2.0,1215.0,2.0,1.0,44.96
0,422,2.0,1028.0,2.0,1.0,51.0
3,515,3.0,1835.0,2.0,2.0,92.0
3,832,3.0,1800.0,3.0,3.0,65.0
3,29,3.0,2077.0,3.0,3.0,175.0
2,1039,4.0,2880.0,3.0,2.0,211.0
3,358,2.0,708.0,2.0,1.0,31.15
3,223,2.0,1200.0,2.0,3.0,120.0
0,539,2.0,925.0,2.0,1.0,46.25
0,216,3.0,2826.0,3.0,1.0,148.0
2,1306,4.0,1000.0,5.0,2.0,200.0
0,114,3.0,1450.0,2.0,1.0,90.0
3,670,2.0,1100.0,2.0,1.0,65.0
3,634,2.0,1185.0,2.0,3.0,55.0
0,77,4.0,1900.0,4.0,2.0,80.0
2,1138,2.0,1200.0,2.0,1.0,70.0
3,1306,1.0,660.0,1.0,1.0,35.0
3,110,3.0,1920.0,4.0,2.0,121.0
0,1039,4.0,3418.0,2.0,2.0,222.0
3,29,4.0,4550.0,2.0,1.0,240.0
3,252,2.0,1205.0,2.0,1.0,68.32
3,506,2.0,1200.0,2.0,2.0,46.0
3,98,3.0,1421.0,2.0,2.0,73.0
3,67,3.0,1250.0,3.0,3.0,48.9
0,494,5.0,4200.0,5.0,2.0,245.0
3,1159,3.0,1540.0,3.0,2.0,90.0
3,964,2.0,985.0,2.0,1.0,50.17
0,1252,4.0,2830.0,4.0,3.0,161.0
3,284,2.0,1140.0,2.0,3.0,60.0
0,60,5.0,3600.0,5.0,3.0,130.0
3,972,3.0,1700.0,2.0,2.0,86.0
3,360,2.0,1333.0,2.0,1.0,86.65
3,417,2.0,1258.0,2.0,1.0,85.5
3,383,3.0,1458.0,2.0,2.0,87.0
0,417,2.0,1386.0,2.0,1.0,85.0
0,419,2.0,1140.0,2.0,1.0,32.92
3,745,2.0,1200.0,2.0,3.0,83.0
3,1306,2.0,1081.0,2.0,1.0,39.0
3,1252,4.0,2135.0,3.0,2.0,149.0
3,1306,2.0,1178.0,2.0,1.0,80.0
3,5,2.0,991.0,2.0,2.0,40.0
3,466,3.0,1493.0,2.0,3.0,90.0
3,1115,3.0,2495.0,3.0,3.0,130.0
3,654,2.0,1080.0,2.0,1.0,31.99
3,358,2.0,814.0,2.0,1.0,53.0
3,417,2.0,1025.0,2.0,1.0,50.0
3,1252,4.0,3075.0,2.0,3.0,188.0
3,1252,3.0,1760.0,3.0,2.0,160.0
0,799,4.0,3090.0,4.0,2.0,350.0
0,1306,4.0,2700.0,4.0,3.0,295.0
3,1306,2.0,1175.0,2.0,2.0,52.86
3,513,4.0,4235.0,5.0,3.0,364.0
3,626,2.0,1100.0,2.0,2.0,45.0
3,194,2.0,1450.0,2.0,2.0,50.75
3,67,3.0,1810.0,3.0,3.0,131.0
3,485,3.0,1426.0,2.0,3.0,71.0
0,1053,3.0,2400.0,2.0,3.0,195.0
0,646,2.0,1100.0,2.0,1.0,70.0
3,419,1.0,650.0,1.0,1.0,35.0
3,639,2.0,900.0,2.0,1.0,27.0
3,264,2.0,1360.0,2.0,3.0,110.0
3,1267,1.0,674.0,1.0,1.0,36.85
3,1252,3.0,1655.0,3.0,2.0,110.0
2,335,2.0,1300.0,2.0,2.0,95.0
3,679,2.0,1277.0,2.0,2.0,92.0
3,1306,2.0,1200.0,2.0,1.0,54.0
3,535,2.0,1015.0,2.0,1.0,39.08
3,278,2.0,1153.0,2.0,2.0,60.0
3,688,2.0,1035.0,2.0,1.0,51.5
0,626,5.0,3300.0,3.0,1.0,255.0
3,1179,2.0,1150.0,2.0,1.0,46.0
3,786,2.0,1020.0,2.0,1.0,80.0
3,74,2.0,1160.0,2.0,1.0,95.0
0,277,2.0,1225.0,2.0,2.0,72.0
2,1306,2.0,1600.0,2.0,1.0,160.0
0,846,3.0,1350.0,3.0,2.0,60.0
3,664,3.0,1300.0,3.0,1.0,69.0
3,306,2.0,830.0,2.0,1.0,36.28
3,522,2.0,1155.0,2.0,1.0,69.18
3,1037,4.0,3126.0,5.0,3.0,345.0
3,589,2.0,905.0,2.0,2.0,55.0
2,1306,2.0,1575.0,2.0,2.0,31.11
3,417,2.0,1140.0,2.0,2.0,33.84
3,535,3.0,1550.0,2.0,2.0,60.0
3,665,2.0,957.0,2.0,1.0,55.0
0,77,2.0,890.0,2.0,2.0,45.0
3,626,4.0,3000.0,4.0,2.0,235.0
2,1306,5.0,2400.0,5.0,1.0,150.0
3,964,2.0,925.0,2.0,1.0,37.0
0,654,2.0,1415.0,2.0,2.0,60.0
3,1148,2.0,1225.0,2.0,1.0,37.0
3,1252,1.0,840.0,1.0,1.0,57.0
3,1148,3.0,1732.0,3.0,1.0,112.0
3,252,2.0,1260.0,2.0,1.0,69.9
3,393,2.0,1092.0,2.0,1.0,49.0
3,302,2.0,650.0,1.0,1.0,40.0
3,72,3.0,1370.0,2.0,1.0,54.79
3,1252,3.0,1725.0,3.0,2.0,106.0
2,72,4.0,3200.0,4.0,2.0,350.0
3,236,3.0,1717.0,3.0,2.0,110.0
3,664,2.0,700.0,2.0,1.0,34.0
3,1306,2.0,800.0,2.0,1.0,32.0
3,976,3.0,2367.0,4.0,3.0,340.0
3,1093,3.0,1415.0,2.0,1.0,65.0
3,72,3.0,1976.0,3.0,1.0,145.0
3,650,2.0,883.0,2.0,1.0,37.01
3,1261,1.0,700.0,1.0,1.0,38.0
3,1038,3.0,1445.0,3.0,1.0,50.0
3,230,3.0,2082.0,3.0,2.0,104.0
3,1148,2.0,933.0,2.0,1.0,66.0
2,841,4.0,800.0,5.0,1.0,95.5
0,419,2.0,1155.0,2.0,1.0,57.0
3,215,2.0,1200.0,2.0,2.0,73.2
3,226,2.0,1055.0,2.0,1.0,43.0
3,976,3.0,1555.0,3.0,2.0,125.0
3,236,3.0,1420.0,3.0,2.0,62.0
3,1306,3.0,2214.0,3.0,2.0,350.0
3,365,1.0,658.0,1.0,1.0,26.91
1,252,2.0,896.9,2.0,1.0,78.74
0,626,2.0,1035.0,2.0,2.0,40.0
2,1252,4.0,2064.0,5.0,2.0,225.0
3,695,3.0,1839.0,3.0,3.0,160.0
0,202,3.0,1200.0,2.0,1.0,198.0
0,1306,5.0,2760.0,5.0,2.0,140.0
3,485,2.0,993.0,2.0,2.0,42.0
3,530,2.0,1225.0,2.0,1.0,45.0
0,1091,2.0,825.0,2.0,1.0,32.0
3,236,4.0,3596.0,4.0,2.0,359.0
3,419,3.0,1800.0,3.0,3.0,92.0
3,1306,2.0,925.0,2.0,1.0,100.0
3,664,2.0,1167.0,2.0,1.0,63.0
3,1038,2.0,1150.0,2.0,1.0,41.0
3,283,1.0,650.0,1.0,1.0,50.0
0,1039,1.0,675.0,1.0,1.0,27.0
2,1306,2.0,2260.0,3.0,1.0,90.0
3,1262,2.0,1100.0,2.0,1.0,58.0
3,1179,3.0,1330.0,2.0,1.0,58.0
3,1176,3.0,1685.0,4.0,2.0,185.0
3,194,3.0,1770.0,3.0,3.0,108.0
3,941,3.0,2100.0,3.0,3.0,125.0
3,908,2.0,1000.0,2.0,3.0,42.0
2,990,4.0,2916.0,5.0,1.0,230.0
3,664,3.0,1419.59,2.0,1.0,65.0
3,705,3.0,1400.0,3.0,2.0,81.0
0,533,2.0,750.0,2.0,1.0,37.49
3,215,2.0,1070.0,2.0,1.0,87.0
3,665,3.0,1536.0,3.0,1.0,107.0
0,713,3.0,1710.0,3.0,2.0,210.0
1,575,3.0,2400.0,3.0,3.0,196.0
3,1039,3.0,1773.5,2.0,2.0,102.92
3,417,2.0,1342.0,2.0,1.0,72.0
3,305,3.0,1600.0,3.0,2.0,130.0
3,658,1.0,938.0,1.0,1.0,50.0
3,278,3.0,1820.0,3.0,2.0,99.0
3,252,4.0,2439.0,4.0,3.0,170.0
3,664,3.0,1665.0,3.0,2.0,78.0
3,223,3.0,1850.0,3.0,2.0,150.0
0,269,2.0,1091.0,2.0,1.0,40.0
3,976,3.0,1720.0,3.0,2.0,224.0
0,277,4.0,3675.0,4.0,3.0,176.0
3,575,2.0,1060.0,2.0,2.0,33.95
0,1252,2.0,1059.0,2.0,1.0,57.0
3,513,2.0,1299.0,2.0,1.0,97.0
3,1261,3.0,1491.0,3.0,2.0,85.0
0,225,2.0,1200.0,2.0,2.0,85.0
3,4,2.0,1296.0,2.0,2.0,70.0
3,379,2.0,1125.0,2.0,1.0,55.0
0,417,3.0,1275.0,3.0,1.0,70.0
3,716,2.0,1095.0,2.0,2.0,55.0
3,896,2.0,1330.0,2.0,2.0,74.0
3,799,2.0,1135.0,2.0,2.0,60.0
3,393,2.0,1194.0,2.0,1.0,51.0
2,208,5.0,2250.0,5.0,2.0,240.0
3,417,2.0,770.0,1.0,1.0,38.0
3,1039,4.0,3930.0,5.0,2.0,330.0
3,326,3.0,1355.0,3.0,2.0,54.2
0,509,4.0,2569.0,4.0,1.0,175.0
3,252,3.0,1707.0,3.0,2.0,115.0
2,1306,5.0,1200.0,5.0,1.0,225.0
3,1118,2.0,1070.0,2.0,2.0,49.0
3,1168,3.0,1240.0,2.0,1.0,83.0
3,575,2.0,1300.0,2.0,1.0,91.65
3,108,2.0,1700.0,2.0,2.0,76.0
3,1267,3.0,1383.0,2.0,2.0,76.18
0,1306,5.0,3000.0,4.0,3.0,170.0
3,549,2.0,935.0,2.0,3.0,45.0
3,1153,3.0,2072.0,4.0,2.0,151.0
0,1306,4.0,2200.0,3.0,1.0,225.0
3,626,2.0,1116.0,2.0,1.0,45.0
3,1252,3.0,1639.0,3.0,2.0,107.0
3,799,3.0,1839.0,3.0,2.0,130.0
3,283,2.0,1300.0,2.0,2.0,63.0
3,533,1.0,625.0,1.0,1.0,27.0
3,1148,1.0,933.0,1.0,1.0,61.0
3,544,3.0,2289.0,3.0,3.0,180.0
3,417,2.0,1005.0,2.0,1.0,39.77
0,533,2.0,1080.0,2.0,1.0,38.0
3,1236,2.0,910.0,2.0,3.0,36.0
3,417,2.0,1110.0,2.0,1.0,39.9
3,716,2.0,1142.0,2.0,2.0,56.0
1,43,5.0,4000.0,4.0,3.0,240.0
2,535,3.0,1800.0,3.0,1.0,204.0
3,80,2.0,1005.0,2.0,1.0,55.0
0,1306,3.0,1626.6,3.0,1.0,133.0
3,716,2.0,1074.0,2.0,2.0,54.0
3,417,2.0,660.0,1.0,1.0,23.0
0,1306,2.0,1007.0,2.0,2.0,48.0
0,1252,3.0,1820.0,3.0,2.0,113.0
3,670,2.0,1230.0,2.0,2.0,66.25
3,533,3.0,1176.0,2.0,1.0,37.62
0,428,2.0,1200.0,2.0,1.0,78.0
0,1306,2.0,1298.0,2.0,1.0,65.0
2,1306,5.0,1200.0,5.0,2.0,138.0
3,716,2.0,1285.0,2.0,1.0,60.0
3,417,3.0,1644.0,3.0,2.0,92.59
3,670,3.0,1819.0,3.0,1.0,150.0
3,29,2.0,1205.0,2.0,1.0,85.0
3,972,2.0,1270.0,2.0,2.0,62.0
3,77,3.0,1240.0,2.0,2.0,39.89
